ID,spk_id,path,duration
common_voice_fa_20229217,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229217.mp3,4.428
common_voice_fa_20229219,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229219.mp3,4.86
common_voice_fa_20229243,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229243.mp3,5.58
common_voice_fa_20229276,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229276.mp3,2.628
common_voice_fa_20229280,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229280.mp3,4.248
common_voice_fa_20229295,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229295.mp3,4.86
common_voice_fa_20229305,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229305.mp3,4.14
common_voice_fa_20229317,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229317.mp3,2.988
common_voice_fa_20229318,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229318.mp3,2.52
common_voice_fa_20229319,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229319.mp3,3.6
common_voice_fa_20229328,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229328.mp3,2.268
common_voice_fa_20229330,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229330.mp3,3.276
common_voice_fa_20229342,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229342.mp3,2.448
common_voice_fa_20229344,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229344.mp3,3.42
common_voice_fa_20229363,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229363.mp3,3.636
common_voice_fa_20229376,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229376.mp3,4.068
common_voice_fa_20229379,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229379.mp3,3.888
common_voice_fa_20229380,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229380.mp3,4.32
common_voice_fa_20229759,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229759.mp3,3.132
common_voice_fa_20229833,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229833.mp3,3.132
common_voice_fa_20229836,75370346b223d8a6869926bef37381e0e82f8990f63025559cdea325e0a97db2dd2e64f68785efde6abb4df4d8d2d4a79316b88e913328c1c819db8ab6141ee1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_20229836.mp3,2.556
common_voice_fa_23790052,803c873dd0cb7014525cf8160ae2ab365361a9adb341ee906e3912c2cc0989455583456981c9e49a87fb8948e24bbf3c20ee5da642f6cc6937f28d467051759e,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_23790052.mp3,5.22
common_voice_fa_23790053,803c873dd0cb7014525cf8160ae2ab365361a9adb341ee906e3912c2cc0989455583456981c9e49a87fb8948e24bbf3c20ee5da642f6cc6937f28d467051759e,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_23790053.mp3,6.48
common_voice_fa_23790054,803c873dd0cb7014525cf8160ae2ab365361a9adb341ee906e3912c2cc0989455583456981c9e49a87fb8948e24bbf3c20ee5da642f6cc6937f28d467051759e,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_23790054.mp3,6.732
common_voice_fa_23790055,803c873dd0cb7014525cf8160ae2ab365361a9adb341ee906e3912c2cc0989455583456981c9e49a87fb8948e24bbf3c20ee5da642f6cc6937f28d467051759e,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_23790055.mp3,3.348
common_voice_fa_23790056,803c873dd0cb7014525cf8160ae2ab365361a9adb341ee906e3912c2cc0989455583456981c9e49a87fb8948e24bbf3c20ee5da642f6cc6937f28d467051759e,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_23790056.mp3,6.588
common_voice_fa_23790058,803c873dd0cb7014525cf8160ae2ab365361a9adb341ee906e3912c2cc0989455583456981c9e49a87fb8948e24bbf3c20ee5da642f6cc6937f28d467051759e,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_23790058.mp3,7.308
