ID,spk_id,path,duration
common_voice_fa_18202354,5617e7f42170dd77ccc857a40b81efbe76f7a3c4d05c882df7e1b3f5920bd03ca6cd6de77ba8c220630a3e0bde88e99468db3455ab0c96b38c0e15ed9bca701a,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_18202354.mp3,2.628
common_voice_fa_18202355,5617e7f42170dd77ccc857a40b81efbe76f7a3c4d05c882df7e1b3f5920bd03ca6cd6de77ba8c220630a3e0bde88e99468db3455ab0c96b38c0e15ed9bca701a,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_18202355.mp3,5.04
common_voice_fa_18202358,5617e7f42170dd77ccc857a40b81efbe76f7a3c4d05c882df7e1b3f5920bd03ca6cd6de77ba8c220630a3e0bde88e99468db3455ab0c96b38c0e15ed9bca701a,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_18202358.mp3,6.876
common_voice_fa_18202465,c40ad09a4e7bca83f4778abf62adb590a353c71083e7752c1c957733e9d5bf2a7bfb69afb7777dd45480be013292ca352923485269ad5a506c10dc44778652fd,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_18202465.mp3,2.916
common_voice_fa_18202469,c40ad09a4e7bca83f4778abf62adb590a353c71083e7752c1c957733e9d5bf2a7bfb69afb7777dd45480be013292ca352923485269ad5a506c10dc44778652fd,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_18202469.mp3,5.292
common_voice_fa_18202479,c40ad09a4e7bca83f4778abf62adb590a353c71083e7752c1c957733e9d5bf2a7bfb69afb7777dd45480be013292ca352923485269ad5a506c10dc44778652fd,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_18202479.mp3,7.308
common_voice_fa_18202481,c40ad09a4e7bca83f4778abf62adb590a353c71083e7752c1c957733e9d5bf2a7bfb69afb7777dd45480be013292ca352923485269ad5a506c10dc44778652fd,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_18202481.mp3,3.204
common_voice_fa_18202488,c40ad09a4e7bca83f4778abf62adb590a353c71083e7752c1c957733e9d5bf2a7bfb69afb7777dd45480be013292ca352923485269ad5a506c10dc44778652fd,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_18202488.mp3,2.268
common_voice_fa_18204558,3ff13f7dd840335eb7f03919d52c521f587a1ab6a09fa710c09aafd91313b8a9fd16c36274f1f4618ef2ce315baf606e71b9b7f7032c105494fadd0957758f2a,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_18204558.mp3,3.528
common_voice_fa_18205273,6c5c7afab5320d3869d4b7267889449316264dbc75078d772add7395d1bde62bdd1c3d15cfdb1536b42c1c185eadda582f85dbccf36bd8e762a47916101bf8e1,$data_root/cv-corpus-7.0-2021-07-21/fa/clips/common_voice_fa_18205273.mp3,7.812
